@relation MultiLabelData
@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Att28 numeric
@attribute Att29 numeric
@attribute Att30 numeric
@attribute Att31 numeric
@attribute Att32 numeric
@attribute Att33 numeric
@attribute Att34 numeric
@attribute Att35 numeric
@attribute Att36 numeric
@attribute Att37 numeric
@attribute Att38 numeric
@attribute Att39 numeric
@attribute Att40 numeric
@attribute Att41 numeric
@attribute Att42 numeric
@attribute Att43 numeric
@attribute Att44 numeric
@attribute Att45 numeric
@attribute Att46 numeric
@attribute Att47 numeric
@attribute Att48 numeric
@attribute Att49 numeric
@attribute Att50 numeric
@attribute Att51 numeric
@attribute Att52 numeric
@attribute Att53 numeric
@attribute Att54 numeric
@attribute Att55 numeric
@attribute Att56 numeric
@attribute Att57 numeric
@attribute Att58 numeric
@attribute Att59 numeric
@attribute Att60 numeric
@attribute Att61 numeric
@attribute Att62 numeric
@attribute Att63 numeric
@attribute Att64 numeric
@attribute Att65 numeric
@attribute Att66 numeric
@attribute Att67 numeric
@attribute Att68 numeric
@attribute Att69 numeric
@attribute Att70 numeric
@attribute Att71 numeric
@attribute Att72 numeric
@attribute Att73 numeric
@attribute Att74 numeric
@attribute Att75 numeric
@attribute Att76 numeric
@attribute Att77 numeric
@attribute Att78 numeric
@attribute Att79 numeric
@attribute Att80 numeric
@attribute Att81 numeric
@attribute Att82 numeric
@attribute Att83 numeric
@attribute Att84 numeric
@attribute Att85 numeric
@attribute Att86 numeric
@attribute Att87 numeric
@attribute Att88 numeric
@attribute Att89 numeric
@attribute Att90 numeric
@attribute Att91 numeric
@attribute Att92 numeric
@attribute Att93 numeric
@attribute Att94 numeric
@attribute Att95 numeric
@attribute Att96 numeric
@attribute Att97 numeric
@attribute Att98 numeric
@attribute Att99 numeric
@attribute Att100 numeric
@attribute Att101 numeric
@attribute Att102 numeric
@attribute Att103 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}
@inputs Att1, Att2, Att3, Att4, Att5, Att6, Att7, Att8, Att9, Att10, Att11, Att12, Att13, Att14, Att15, Att16, Att17, Att18, Att19, Att20, Att21, Att22, Att23, Att24, Att25, Att26, Att27, Att28, Att29, Att30, Att31, Att32, Att33, Att34, Att35, Att36, Att37, Att38, Att39, Att40, Att41, Att42, Att43, Att44, Att45, Att46, Att47, Att48, Att49, Att50, Att51, Att52, Att53, Att54, Att55, Att56, Att57, Att58, Att59, Att60, Att61, Att62, Att63, Att64, Att65, Att66, Att67, Att68, Att69, Att70, Att71, Att72, Att73, Att74, Att75, Att76, Att77, Att78, Att79, Att80, Att81, Att82, Att83, Att84, Att85, Att86, Att87, Att88, Att89, Att90, Att91, Att92, Att93, Att94, Att95, Att96, Att97, Att98, Att99, Att100, Att101, Att102, Att103
@outputs Class1, Class2, Class3, Class4, Class5, Class6, Class7, Class8, Class9, Class10, Class11, Class12, Class13, Class14
@data
-0.131098,-0.138428,-0.011726,-0.086136,-0.052715,-0.085008,-0.022705,0.207824,-0.070012,0.040528,-0.03439,0.010247,-0.007521,0.044125,0.017934,0.151044,-0.152486,-0.024298,0.023272,-0.028309,0.008777,-0.059854,0.000607,-0.019705,-0.015478,-0.059185,0.071027,0.075297,-0.019816,0.101346,0.023556,-0.060912,-0.069663,0.049834,-0.030846,-0.022951,0.028848,-0.001849,0.023229,0.088474,0.061554,-0.099988,0.097619,0.077111,-0.152403,-0.002129,-0.011769,0.223435,0.010366,-0.074323,-0.08618,-0.111139,-0.113662,0.168942,0.049879,-0.040442,-0.068013,-0.07395,-0.075876,0.041093,0.040675,-0.131395,-0.029536,-0.082525,0.058235,0.109208,0.071258,0.02659,0.035359,-0.026578,-0.075527,-0.038887,0.092356,-0.000634,0.117267,0.11346,0.169042,0.155231,0.269129,-0.099144,-0.115533,0.127534,-0.099885,0.107614,-0.092592,-0.080213,-0.110047,0.090044,0.191931,0.154102,0.144959,0.054615,-0.117092,0.110342,-0.113549,0.093583,-0.107719,-0.109969,0.146595,0.181378,0.190498,-0.106245,-0.17477,1,1,0,0,0,1,1,1,0,0,1,1,1,0
0.038552,-0.005589,0.05393,0.063727,0.092515,0.081652,0.079132,0.027743,0.009857,-0.025111,-0.002098,0.002896,0.02556,0.046431,0.072353,0.035605,0.028498,-0.033434,0.064357,-0.000393,0.000679,-0.021597,-0.023039,-0.026825,0.022638,-0.020988,0.010814,-0.007873,-0.020079,0.03948,0.028641,-0.011888,-0.098165,-0.200097,-0.187455,-0.178137,-0.171263,-0.214002,-0.151516,-0.152266,-0.129388,-0.051779,-0.068909,-0.042475,-0.017767,-0.045622,-0.026907,0.019976,-0.094005,-0.059201,-0.031987,-0.058364,-0.073164,-0.011497,0.029942,-0.007628,-0.007417,0.03204,0.012683,0.154268,0.121398,0.037101,0.104574,-0.00726,0.251681,0.111774,0.332056,0.306961,0.009923,-0.080684,0.040357,0.001475,0.044363,0.029832,-0.047114,0.030299,0.046913,0.017892,0.053872,-0.193519,-0.204022,0.043299,0.074276,0.045033,0.085438,0.099037,0.067898,0.053344,0.077523,0.076069,0.069069,0.062636,-0.194138,0.083335,0.049498,0.061833,-0.193387,-0.188204,0.098145,0.057891,0.063549,0.151227,-0.08685,0,1,1,0,1,1,1,1,0,0,0,1,1,0
0.051918,-0.050129,-0.058634,-0.081032,-0.026451,0.095105,0.044975,0.057836,-0.067072,-0.022449,-0.158618,-0.044741,0.001715,0.070334,-0.161765,-0.047816,-0.094812,0.038217,0.023313,-0.043146,0.118072,0.062934,0.070802,0.005847,0.063367,-0.00563,-0.088805,-0.002656,0.118115,-0.028056,-0.158262,-0.068205,-0.068424,0.010285,-0.264566,0.020175,0.076428,0.069557,-0.579125,0.03889,0.136505,0.088696,0.099955,0.250873,0.077652,0.060314,0.087074,0.049374,-0.014859,0.025018,0.023075,0.020764,0.003951,-0.054297,0.033603,0.015913,-0.03533,0.015014,0.108293,-0.024938,0.033056,-0.006357,-0.09283,0.059213,-0.149894,0.010067,-0.034743,-0.035498,-0.110987,0.038573,0.06869,-0.056407,0.054646,-0.025589,-0.016763,0.059667,0.026771,0.052363,0.001807,-0.005135,-0.023969,-0.039128,-0.021594,-0.053841,-0.008782,0.008654,-0.015312,-0.033231,-0.026727,-0.039916,-0.039792,-0.01019,-0.035709,-0.012484,-0.02269,-0.020896,-0.023955,-0.024397,0.400136,-0.035584,-0.025902,0.012775,0.048744,1,1,0,0,1,1,0,1,1,0,0,1,1,0
-0.061949,-0.077389,0.087137,-0.049835,0.06838,-0.068809,0.110867,-0.05538,-0.00869,0.044164,-0.021219,0.1234,0.023682,0.033354,-0.001548,0.077818,0.05091,0.043868,-0.040653,0.013229,-0.044006,0.073959,0.00445,0.086663,0.042764,-0.112882,0.289444,0.23789,-0.079581,0.250922,0.218641,0.21995,-0.125371,-0.137057,-0.051916,-0.272435,0.003826,-0.049743,-0.04661,-0.205055,-0.01236,-0.051844,-0.064985,-0.101199,-0.001704,-0.060707,-0.016778,-0.05808,0.0232,-0.14959,-0.033937,-0.051146,-0.093568,0.076494,0.113603,0.042715,0.004055,-0.087043,0.081487,0.161743,0.115284,0.273208,0.191337,0.115805,0.017104,-0.041276,0.142248,0.144671,0.05903,-0.05735,-0.006896,-0.091822,-0.148906,-0.148672,-0.134697,0.006798,-0.010143,-0.066214,-0.108863,0.038229,-0.020389,-0.023636,-0.029767,-0.021019,-0.009321,-0.043591,-0.010215,-0.017891,-0.035569,-0.050576,-0.054972,0.00332,-0.034999,0.04223,-0.024938,-0.028425,0.016172,0.01262,-0.044841,0.025204,0.010653,0.014826,0.113866,1,1,1,0,1,1,1,1,0,0,0,1,1,0
0.083167,-0.001851,0.105102,-0.173223,0.041741,0.053691,0.088222,0.063654,0.105225,0.034206,-0.033749,0.127165,0.076261,0.018823,-0.00232,0.025889,-0.039793,0.173579,0.008528,-0.138256,-0.217469,0.060642,-0.035142,-0.01929,0.003411,0.025838,0.102927,0.128653,0.029628,0.044164,-0.139361,-0.054543,-0.075669,0.009344,0.112877,-0.047442,-0.001668,0.052208,-0.138495,-0.077682,0.091464,-0.035634,0.038648,0.043412,-0.079128,-0.072799,-0.171555,-0.106612,-0.0823,-0.063357,-0.11118,-0.129441,-0.028907,0.068909,-0.095752,0.090021,0.003394,-0.001798,0.283601,0.028828,0.047037,0.269229,0.068949,-0.015366,-0.166023,-0.074664,-0.048694,0.047535,0.221434,0.117305,0.087347,-0.023785,0.02903,-0.018175,-0.067116,0.003944,-0.028431,0.027833,-0.054653,-0.113614,-0.129194,-0.104524,0.046667,-0.008855,-0.019624,0.209517,-0.128451,-0.121389,0.053025,0.07618,0.2007,0.017362,0.083093,0.031343,0.054643,-0.119411,-0.026158,-0.042627,0.186659,-0.114966,0.164207,-0.125004,-0.001538,0,1,1,1,0,0,0,0,0,1,1,1,1,0
-0.096617,-0.068119,-0.018934,0.007319,0.058737,0.049569,0.08651,0.020825,-0.205641,-0.157397,-0.154641,-0.063193,0.061475,-0.003196,0.042908,-0.025305,0.036253,-0.168991,-0.096402,-0.120961,-0.011879,-0.216399,-0.00921,-0.022244,0.119904,0.076115,0.038596,-0.026869,0.046858,0.00778,-0.093251,-0.140284,-0.08553,0.104694,0.221688,0.268275,0.157482,-0.190447,0.014108,0.168989,0.125036,0.1912,0.048878,-0.106125,-0.07086,-0.229886,-0.064719,-0.088867,-0.008551,-0.050144,0.054014,0.042012,0.016895,-0.010998,0.077191,0.021457,0.003756,0.003489,-0.053394,-0.007787,0.00661,-0.028957,0.087051,0.058568,0.004657,-0.074127,-0.043512,-0.001638,0.230629,0.052675,0.096006,0.05839,0.021857,-0.024632,-0.085553,-0.121431,-0.033211,-0.05862,-0.002232,-0.022503,-0.070399,-0.061003,-0.020836,-0.095415,-0.03557,0.06542,-0.0658,-0.071418,-0.023893,0.005914,0.280926,0.081424,0.209326,-0.061579,0.045903,-0.064449,-0.068185,-0.067981,0.097091,-0.076838,-0.07598,0.119925,0.008398,0,1,1,0,0,0,0,1,1,1,0,0,0,0
-0.124842,0.020124,-0.116657,-0.163415,-0.112426,-0.150922,-0.196411,-0.073591,-0.109533,-0.110353,-0.117045,-0.106614,-0.24967,-0.080245,-0.135781,0.007228,-0.064294,0.020913,-0.035041,-0.082659,-0.033416,-0.047522,-0.099363,-0.129414,-0.041658,0.007634,0.041272,0.02902,0.056813,0.035788,0.013036,0.014138,-0.185671,-0.142804,-0.195479,0.07245,0.184629,0.187679,-0.057027,-0.128718,0.008186,0.174276,0.18251,0.125488,0.077774,0.054302,0.055697,-0.002889,-0.034403,-0.007119,0.134651,0.139113,0.184202,-0.050173,0.272815,0.19174,-0.004047,-0.041402,-0.000534,-0.005728,-0.049957,-0.041331,-0.098593,0.021025,-0.062953,0.035682,-0.096682,-0.023362,-0.02714,0.033252,-0.048882,-0.026971,-0.056706,-0.014167,0.131499,0.18367,0.076356,0.039582,0.060181,0.081767,-0.046597,-0.139354,-0.091791,-0.050716,0.089836,0.085138,0.056006,0.085108,-0.021623,0.029495,-0.084128,-0.039645,-0.076224,0.030996,-0.048073,0.018599,-0.050535,0.093494,-0.022514,0.014784,-0.039211,-0.065848,0.080961,0,0,0,0,0,0,0,1,1,1,1,0,0,0
-0.064166,-0.067364,-0.104981,-0.072701,-0.12965,-0.112307,-0.087929,-0.043122,0.068305,0.167223,0.109765,0.016206,0.013307,0.03672,0.027032,0.10482,-0.06204,0.055288,0.121898,0.149258,-0.112276,0.101735,0.027805,0.051742,0.113187,0.203702,0.173155,0.197439,0.14363,0.15912,0.181117,0.16052,-0.050714,-0.066237,-0.084734,0.004044,0.06666,0.041721,0.03689,-0.024871,0.007948,0.068945,0.087261,0.089021,0.067935,0.016991,0.043528,0.167093,-0.222826,-0.143342,-0.120502,-0.123775,-0.122014,-0.103575,-0.039746,-0.044902,-0.069032,-0.007429,0.061856,0.088138,0.083956,0.042156,-0.082885,-0.08276,-0.069216,0.047519,0.128481,0.051094,0.019823,-0.011649,-0.088822,0.136437,-0.026842,-0.065505,-0.132479,-0.153188,-0.032949,-0.027476,-0.099693,0.026048,-0.052964,-0.104508,0.001342,-0.065512,-0.019443,-0.004225,0.323218,0.030278,-0.076141,-0.029963,-0.025959,-0.049803,-0.103616,0.001089,-0.049548,0.184076,-0.090413,-0.085227,-0.093027,0.100915,0.033449,0.066687,0.041745,0,0,1,1,1,1,1,1,0,0,0,1,1,0
0.281656,0.125902,0.025435,0.124179,0.029577,-0.058169,0.011439,0.095612,-0.091804,-0.030994,0.041549,0.288579,0.156865,0.209507,0.037238,0.264656,-0.038146,0.001868,-0.112054,-0.118645,0.009487,-0.01641,0.059262,0.066527,0.106335,-0.04993,-0.004288,0.066943,0.074168,0.070223,-0.235767,-0.101616,-0.005441,-0.001009,-0.042259,-0.052539,-0.173303,0.092145,-0.437163,0.066571,0.067764,0.004202,-0.103078,-0.019065,-0.145911,-0.066008,-0.195618,0.110405,0.015516,0.074585,0.068805,0.075608,0.077434,-0.033763,0.053902,-0.007941,0.013185,0.060188,-0.007944,-0.042339,-0.048119,0.071239,0.020529,-0.15504,-0.131159,-0.107908,0.016576,0.065053,0.056651,-0.086758,-0.012673,0.021317,0.031004,0.11262,-0.016229,-0.012104,-0.074236,-0.15213,0.048929,-0.009601,-0.022913,0.002702,0.023748,-0.038916,-0.013964,-0.012273,-0.020322,-0.020685,-0.032049,-0.024461,-0.01113,-0.012064,-0.026675,-0.018089,-0.027617,-0.025526,0.010061,0.05376,-0.000304,-0.040603,-0.031428,0.028759,0.10564,1,1,1,0,0,0,0,1,1,0,0,1,1,0
-0.016552,-0.044466,0.105414,-0.028508,0.05023,-0.077658,0.137362,-0.043647,-0.07606,0.037366,-0.11772,-0.013941,-0.06927,-0.10463,-0.01808,-0.084044,0.224224,0.078463,-0.095775,-0.223565,-0.057681,-0.010649,0.088686,0.069152,0.042966,0.045959,0.062965,0.087013,-0.087345,-0.236966,-0.124945,-0.230715,0.080076,-0.042056,-0.04223,0.048282,0.124366,0.105565,0.074973,-0.037098,-0.405868,0.100824,0.162603,-0.005497,0.039822,0.063515,0.090757,-0.035134,-0.12183,-0.153344,-0.138239,0.010845,-0.021291,0.002107,-0.026144,0.186814,-0.122795,-0.084846,0.10894,0.043518,0.122922,0.198857,0.181657,0.086663,-0.044675,-0.016822,-0.067395,-0.027113,-0.076033,0.139153,-0.024073,-0.011557,-0.121725,0.105823,0.16611,0.060248,0.097577,0.12204,-0.048106,0.004981,-0.018024,-0.036033,-0.022482,-0.053751,0.002122,0.00474,-0.006789,-0.024453,-0.020768,-0.013692,-0.023461,-0.014287,-0.033393,0.02585,-0.016565,-0.015015,-0.018506,-0.006121,-0.00758,-0.033036,0.002996,0.029554,0.12644,1,1,0,0,0,1,1,1,0,0,0,1,1,0
