@relation MultiLabelData
@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Att28 numeric
@attribute Att29 numeric
@attribute Att30 numeric
@attribute Att31 numeric
@attribute Att32 numeric
@attribute Att33 numeric
@attribute Att34 numeric
@attribute Att35 numeric
@attribute Att36 numeric
@attribute Att37 numeric
@attribute Att38 numeric
@attribute Att39 numeric
@attribute Att40 numeric
@attribute Att41 numeric
@attribute Att42 numeric
@attribute Att43 numeric
@attribute Att44 numeric
@attribute Att45 numeric
@attribute Att46 numeric
@attribute Att47 numeric
@attribute Att48 numeric
@attribute Att49 numeric
@attribute Att50 numeric
@attribute Att51 numeric
@attribute Att52 numeric
@attribute Att53 numeric
@attribute Att54 numeric
@attribute Att55 numeric
@attribute Att56 numeric
@attribute Att57 numeric
@attribute Att58 numeric
@attribute Att59 numeric
@attribute Att60 numeric
@attribute Att61 numeric
@attribute Att62 numeric
@attribute Att63 numeric
@attribute Att64 numeric
@attribute Att65 numeric
@attribute Att66 numeric
@attribute Att67 numeric
@attribute Att68 numeric
@attribute Att69 numeric
@attribute Att70 numeric
@attribute Att71 numeric
@attribute Att72 numeric
@attribute Att73 numeric
@attribute Att74 numeric
@attribute Att75 numeric
@attribute Att76 numeric
@attribute Att77 numeric
@attribute Att78 numeric
@attribute Att79 numeric
@attribute Att80 numeric
@attribute Att81 numeric
@attribute Att82 numeric
@attribute Att83 numeric
@attribute Att84 numeric
@attribute Att85 numeric
@attribute Att86 numeric
@attribute Att87 numeric
@attribute Att88 numeric
@attribute Att89 numeric
@attribute Att90 numeric
@attribute Att91 numeric
@attribute Att92 numeric
@attribute Att93 numeric
@attribute Att94 numeric
@attribute Att95 numeric
@attribute Att96 numeric
@attribute Att97 numeric
@attribute Att98 numeric
@attribute Att99 numeric
@attribute Att100 numeric
@attribute Att101 numeric
@attribute Att102 numeric
@attribute Att103 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}
@inputs Att1, Att2, Att3, Att4, Att5, Att6, Att7, Att8, Att9, Att10, Att11, Att12, Att13, Att14, Att15, Att16, Att17, Att18, Att19, Att20, Att21, Att22, Att23, Att24, Att25, Att26, Att27, Att28, Att29, Att30, Att31, Att32, Att33, Att34, Att35, Att36, Att37, Att38, Att39, Att40, Att41, Att42, Att43, Att44, Att45, Att46, Att47, Att48, Att49, Att50, Att51, Att52, Att53, Att54, Att55, Att56, Att57, Att58, Att59, Att60, Att61, Att62, Att63, Att64, Att65, Att66, Att67, Att68, Att69, Att70, Att71, Att72, Att73, Att74, Att75, Att76, Att77, Att78, Att79, Att80, Att81, Att82, Att83, Att84, Att85, Att86, Att87, Att88, Att89, Att90, Att91, Att92, Att93, Att94, Att95, Att96, Att97, Att98, Att99, Att100, Att101, Att102, Att103
@outputs Class1, Class2, Class3, Class4, Class5, Class6, Class7, Class8, Class9, Class10, Class11, Class12, Class13, Class14
@data
0.137499,-0.06547,0.038507,0.011172,-0.003702,-0.180801,0.120664,-0.112834,-0.017148,0.010629,-0.032019,-0.036585,0.031432,-0.078086,-0.06593,-0.236601,0.005082,-0.078371,-0.004205,0.011945,-0.143697,-0.168711,-0.180187,-0.213295,-0.182269,-0.09277,0.006187,-0.066454,0.003611,0.005302,0.032895,-0.045885,-0.029162,0.069864,0.052626,0.04774,0.015982,0.053433,-0.12109,-0.082785,-0.020915,-0.096432,0.020605,0.000474,0.058154,-0.011627,0.077088,-0.14858,0.188191,0.061667,0.04522,-0.002238,-0.113611,0.086108,0.001074,0.049777,0.070369,0.074157,-0.028927,0.017959,0.054967,-0.162778,-0.076856,-0.214594,0.159423,0.128626,0.13046,0.044157,0.007673,-0.021807,-0.134606,-0.053731,-0.075128,0.12482,0.236369,0.131099,0.092176,0.181363,0.109817,0.00679,0.333079,-0.066316,-0.055152,-0.026264,-0.021702,-0.043426,-0.04543,-0.054903,-0.058763,-0.045308,-0.049148,-0.053419,0.138688,0.012704,0.155202,-0.049317,-0.052966,-0.044241,-0.046569,-0.055523,0.052391,-0.026121,0.031088,0,0,0,0,1,1,1,1,1,0,0,1,1,0
0.010342,-0.048159,0.01591,0.029783,0.098493,0.052557,0.085708,0.023477,0.031305,0.071887,-0.002739,0.030493,-0.064501,0.030789,0.010658,0.03894,0.028516,-0.022585,-0.017856,0.06969,-0.020293,-0.01161,-0.041884,-0.02628,0.007344,0.129414,0.139663,0.124708,0.015893,0.118968,0.129912,0.105193,-0.121164,-0.218252,-0.204044,-0.089894,-0.035512,-0.045125,-0.036835,-0.069583,-0.061232,0.073508,0.082666,-0.016555,0.08338,0.071127,0.063241,0.04806,-0.173718,-0.170603,-0.113121,-0.145944,-0.128212,0.042031,0.025771,0.051418,-0.116092,-0.099708,0.007784,0.169863,0.150151,0.104229,0.124095,-0.036129,-0.009556,-0.010015,0.152467,0.054021,0.056185,-0.144971,0.011894,0.046006,0.064607,0.04303,-0.087417,0.058438,0.068439,0.052448,0.073205,-0.106647,-0.117669,0.168865,0.005455,-0.136821,-0.114872,-0.115981,0.173965,0.053959,0.076842,-0.141782,-0.13693,0.149875,-0.122551,0.18832,0.171955,0.156624,-0.114613,-0.112604,0.027054,0.149619,0.183397,-0.10215,-0.073016,0,0,1,1,1,1,0,0,0,1,1,1,1,0
0.082056,0.005397,0.05133,-0.070143,0.156188,-0.093865,0.111862,-0.062062,-0.048415,-0.044157,-0.048116,-0.021498,0.125073,-0.058572,-0.019428,-0.000441,0.096247,-0.091655,-0.03202,-0.009586,-0.067772,-0.06624,-0.178423,-0.219999,-0.117166,-0.034888,0.234835,0.190821,-0.11969,0.132403,0.247782,-0.033886,-0.012393,0.02806,0.034246,0.020555,0.039631,0.011596,0.010483,0.016181,-0.053042,-0.010747,-0.028305,-0.188691,-0.05294,-0.06317,-0.073083,-0.090157,-0.067872,0.013803,0.20668,0.193789,0.173189,-0.094567,0.298597,0.213853,-0.021277,-0.078426,-0.186288,0.0439,-0.032272,0.145451,0.010532,-0.185543,-0.056147,-0.06938,0.041169,-0.067877,0.101727,-0.112204,-0.053475,-0.080358,0.005166,-0.078081,-0.144689,-0.071232,0.110146,-0.108034,0.011961,-0.013924,-0.073189,-0.091264,0.101324,-0.013509,0.066087,0.042338,-0.066923,-0.028511,-0.078748,-0.006163,0.001318,0.05944,0.024882,0.037191,-0.071405,-0.066784,-0.066449,-0.007404,0.047951,-0.013617,-0.01761,-0.008865,0.10272,1,1,1,0,0,0,0,1,1,1,0,0,0,0
-0.034024,-0.034335,0.043563,-0.020529,0.02993,-0.052304,0.052835,-0.09501,-0.087171,-0.041892,-0.134063,-0.026874,-0.097469,-0.064381,-0.034968,-0.032338,0.047532,-0.011858,0.01163,-0.136148,-0.008225,-0.095437,-0.066819,0.020276,-0.125241,0.072881,0.008149,-0.00953,0.022332,-0.000619,0.043887,0.096949,-0.120351,-0.080952,-0.186195,-0.090224,-0.013851,-0.033792,-0.118951,-0.081704,-0.264977,-0.069197,-0.095562,0.017422,-0.155611,0.146595,-0.178698,-0.103222,0.08606,0.088699,0.149124,0.129323,0.102362,0.015804,0.084796,0.043399,0.101582,0.113887,-0.031232,0.143029,0.106995,0.037257,0.159663,-0.065363,-0.072112,-0.112478,0.037612,-0.058899,-0.143784,0.02177,0.132201,0.086051,0.006639,-0.020171,0.01154,-0.044771,-0.053701,0.047474,0.019986,0.014686,-0.072688,-0.025746,0.402805,-0.024795,-0.066049,-0.005651,0.01415,-0.073943,-0.075914,-0.057144,-0.056215,0.301,-0.078744,-0.043484,-0.071054,-0.025835,-0.01969,0.077495,-0.030202,0.053703,0.203414,0.035698,-0.149387,0,0,0,0,0,1,1,0,0,1,1,0,0,0
-0.059374,-0.089455,0.027289,0.010933,0.117898,0.107771,-0.048508,0.060976,0.108859,-0.073248,0.148017,0.045842,0.064346,0.055561,0.170071,0.060292,-0.049193,-0.200151,-0.143104,-0.10419,-0.070427,-0.022036,0.013633,-0.062671,0.027045,0.009617,-0.075457,-0.068884,-0.059225,-0.066016,-0.101419,-0.141906,0.039069,-0.026216,-0.000766,-0.00467,0.008204,-0.050853,-0.05905,-0.065402,-0.370603,-0.00517,-0.065109,-0.121194,-0.058996,-0.121776,-0.089825,0.045543,0.087791,0.184757,0.176893,0.206545,0.146036,-0.164237,0.091585,-0.000339,0.163551,0.108357,-0.047858,-0.077401,-0.027965,-0.034737,0.016717,0.003039,-0.032411,-0.08597,0.002725,0.04718,0.007325,-0.144013,-0.012397,-0.000743,0.005719,0.01552,0.020919,0.083737,0.097084,-0.025075,-0.009776,-0.048407,-0.020116,-0.083149,-0.070931,0.282828,-0.064615,-0.050826,-0.017151,0.225368,-0.033318,-0.046367,-0.050693,-0.07195,-0.080911,-0.073681,-0.047674,0.207004,-0.055618,-0.046012,-0.014336,0.206458,-0.016882,-0.04595,-0.050801,1,1,0,0,0,1,1,1,0,0,0,1,1,0
0.010263,-0.01577,-0.052229,-0.051151,0.026042,-0.133264,0.171299,-0.040394,0.0011,0.057147,-0.096053,-0.017144,0.102596,-0.076867,0.015532,-0.067406,0.051144,0.000515,-0.018483,-0.091739,-0.108219,-0.18661,-0.080019,-0.174208,-0.167965,-0.186835,-0.065904,-0.088754,-0.032763,0.015579,-0.044926,0.106402,-0.100333,-0.039227,0.079327,-0.00949,0.044323,-0.108776,0.065633,0.062801,0.079802,0.038587,0.019868,0.006317,-0.02175,0.01371,-0.010276,-0.106554,-0.036595,0.019584,0.09591,0.084421,0.01582,0.031353,0.084289,-0.037169,0.002418,-0.008005,-0.038181,0.085592,0.073904,-0.035353,-0.059642,-0.177266,0.005016,0.192748,-0.120227,0.08202,-0.301781,0.045477,-0.071771,0.24918,-0.020643,0.028404,0.144153,0.027423,0.028209,0.199327,0.022471,0.063097,-0.035754,0.014053,0.158159,-0.135997,-0.135924,-0.042023,-0.132965,-0.120968,-0.109797,0.157015,0.046331,0.153126,0.061167,0.158524,-0.047878,-0.12304,0.228663,0.063526,0.049024,-0.133678,0.082251,-0.100421,-0.036808,0,0,0,0,1,1,1,1,1,0,0,1,1,0
-0.068758,-0.028869,-0.078729,-0.011194,-0.022109,-0.077655,-0.024976,-0.120134,-0.114628,0.040074,-0.051514,0.007411,-0.120338,-0.022021,-0.0736,0.035151,-0.060735,-0.013785,0.03342,0.030463,0.061905,0.104026,0.075266,0.088379,0.072782,0.268827,0.255719,0.236956,0.07798,0.243061,0.27628,0.254294,-0.041413,-0.084109,-0.110588,0.016716,0.069533,0.018378,-0.049465,-0.118441,0.030167,0.006551,-0.051785,-0.014223,-0.157045,-0.052633,-0.06221,-0.021733,-0.130848,-0.065544,-0.09406,-0.094271,-0.081792,0.051659,-0.001066,-0.013099,-0.002503,0.001295,-0.008244,0.178425,0.03112,0.14431,0.149092,0.047167,-0.120325,-0.140609,0.006516,0.064677,0.086479,-0.057888,-0.017481,0.165906,0.048733,-0.021978,-0.116513,-0.071216,-0.116372,-0.078393,-0.046947,-0.096957,-0.130749,0.052143,-0.04155,-0.019735,0.02416,-0.015359,0.132049,-0.005483,0.154465,0.017157,0.014503,0.034128,-0.078421,0.018867,-0.075842,0.200004,-0.082891,-0.102068,-0.074868,0.064782,-0.053822,-0.048441,0.04983,0,1,1,0,1,1,1,1,1,0,0,1,1,0
-0.071268,0.213073,-0.154599,0.002562,-0.125724,0.312064,-0.137714,-0.108213,-0.113586,0.07379,0.237236,0.003652,0.193017,-0.083647,-0.174819,-0.006001,0.001045,0.002161,0.000158,0.003607,0.062253,0.083015,0.07299,0.046713,0.073687,0.153296,0.081733,0.110986,0.165318,0.09273,0.172901,0.1074,0.233367,0.16826,0.106061,0.069829,0.087805,0.051907,0.082317,-0.05763,0.025808,0.104592,-0.014679,0.165795,0.028677,-0.031402,-0.021975,0.085345,-0.06062,-0.019458,-0.079406,-0.062809,-0.070936,-0.01745,0.014173,-0.065908,0.001724,-0.053673,-0.041927,-0.040612,-0.029487,0.066587,-0.085928,-0.132877,0.003529,-0.056676,0.028381,-0.016265,0.065475,-0.249965,-0.135404,-0.099424,-0.031969,-0.145461,-0.168494,-0.059415,-0.063323,-0.067794,-0.086937,-0.058896,-0.05462,-0.046781,-0.055392,-0.004848,0.036832,0.004376,0.014567,0.111512,0.018782,0.104145,0.083818,0.08392,-0.06992,-0.009494,-0.069485,-0.016349,-0.066641,-0.073734,-0.069247,0.009091,-0.082433,0.037522,0.077268,1,1,1,1,0,0,0,0,0,1,1,1,1,0
-0.137504,-0.019479,-0.031377,0.038175,-0.163495,-0.097938,-0.067558,0.092172,-0.117779,0.068667,-0.059065,0.189053,-0.024989,0.103967,-0.10467,0.168823,-0.233753,0.080764,-0.006625,0.145656,-0.122184,-0.088798,-0.087229,-0.013972,0.014418,0.19007,0.24568,0.084634,0.10786,0.146374,0.28484,0.310026,-0.0024,0.024121,-0.034459,-0.012112,-0.009297,-0.019395,0.006976,0.048231,-0.021308,-0.050594,-0.12836,-0.053095,-0.040174,-0.045025,-0.10968,0.035293,0.004492,-0.035786,-0.097734,-0.017611,-0.065668,0.084823,-0.01011,-0.019892,-0.031556,-0.03643,0.079184,0.032881,0.003323,0.01209,0.030706,0.229411,-0.067489,-0.108437,-0.176513,0.015178,-0.114228,0.134563,0.012138,0.092949,-0.133645,-0.051479,0.084148,-0.102314,-0.06095,0.093843,0.019975,-0.002068,-0.021271,-0.036584,-0.024564,-0.051786,-0.005337,-0.003384,-0.011171,-0.031162,-0.023907,-0.037126,-0.037158,-0.014065,-0.02764,0.320049,-0.019996,-0.018347,-0.021397,-0.021885,-0.012633,-0.029939,-0.023136,0.019119,0.085009,1,1,0,0,0,1,1,1,0,0,0,1,1,0
0.019804,-0.079468,-0.023123,0.021105,-0.029074,-0.132587,0.092002,-0.19092,-0.1236,0.165863,0.023861,0.112189,0.045392,-0.016172,-0.051617,-0.016985,-0.04808,0.023485,0.042339,-0.129143,0.127439,-0.105321,-0.005681,0.042032,-0.075766,0.126597,0.145635,0.132081,0.14535,0.053638,0.025798,0.302996,-0.203517,-0.131009,0.023986,-0.234714,-0.120068,-0.027141,0.039187,-0.051102,-0.142984,-0.185382,-0.12288,-0.109355,0.06918,-0.009941,-0.044511,0.032032,0.146729,0.135046,0.067302,0.009073,0.036785,0.244926,0.002247,-0.030703,0.236102,0.072944,-0.166064,0.041033,0.092214,0.041634,0.050192,-0.187476,-0.02685,0.000581,-0.03017,-0.06353,0.011417,0.172012,-0.185927,-0.224072,0.050735,-0.07992,-0.043685,-0.005096,-0.081964,0.052899,0.027334,0.00731,-0.016599,-0.038402,-0.012852,-0.057362,0.01872,0.023111,0.007382,-0.032902,-0.022846,-0.016342,-0.0195,-0.016226,-0.035494,-0.003514,-0.018456,-0.013209,-0.010479,-0.021049,0.002156,-0.035159,-0.021777,0.037088,0.129301,1,1,0,0,1,1,0,0,1,1,0,1,1,0
