@relation MultiLabelData
@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Att28 numeric
@attribute Att29 numeric
@attribute Att30 numeric
@attribute Att31 numeric
@attribute Att32 numeric
@attribute Att33 numeric
@attribute Att34 numeric
@attribute Att35 numeric
@attribute Att36 numeric
@attribute Att37 numeric
@attribute Att38 numeric
@attribute Att39 numeric
@attribute Att40 numeric
@attribute Att41 numeric
@attribute Att42 numeric
@attribute Att43 numeric
@attribute Att44 numeric
@attribute Att45 numeric
@attribute Att46 numeric
@attribute Att47 numeric
@attribute Att48 numeric
@attribute Att49 numeric
@attribute Att50 numeric
@attribute Att51 numeric
@attribute Att52 numeric
@attribute Att53 numeric
@attribute Att54 numeric
@attribute Att55 numeric
@attribute Att56 numeric
@attribute Att57 numeric
@attribute Att58 numeric
@attribute Att59 numeric
@attribute Att60 numeric
@attribute Att61 numeric
@attribute Att62 numeric
@attribute Att63 numeric
@attribute Att64 numeric
@attribute Att65 numeric
@attribute Att66 numeric
@attribute Att67 numeric
@attribute Att68 numeric
@attribute Att69 numeric
@attribute Att70 numeric
@attribute Att71 numeric
@attribute Att72 numeric
@attribute Att73 numeric
@attribute Att74 numeric
@attribute Att75 numeric
@attribute Att76 numeric
@attribute Att77 numeric
@attribute Att78 numeric
@attribute Att79 numeric
@attribute Att80 numeric
@attribute Att81 numeric
@attribute Att82 numeric
@attribute Att83 numeric
@attribute Att84 numeric
@attribute Att85 numeric
@attribute Att86 numeric
@attribute Att87 numeric
@attribute Att88 numeric
@attribute Att89 numeric
@attribute Att90 numeric
@attribute Att91 numeric
@attribute Att92 numeric
@attribute Att93 numeric
@attribute Att94 numeric
@attribute Att95 numeric
@attribute Att96 numeric
@attribute Att97 numeric
@attribute Att98 numeric
@attribute Att99 numeric
@attribute Att100 numeric
@attribute Att101 numeric
@attribute Att102 numeric
@attribute Att103 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}
@inputs Att1, Att2, Att3, Att4, Att5, Att6, Att7, Att8, Att9, Att10, Att11, Att12, Att13, Att14, Att15, Att16, Att17, Att18, Att19, Att20, Att21, Att22, Att23, Att24, Att25, Att26, Att27, Att28, Att29, Att30, Att31, Att32, Att33, Att34, Att35, Att36, Att37, Att38, Att39, Att40, Att41, Att42, Att43, Att44, Att45, Att46, Att47, Att48, Att49, Att50, Att51, Att52, Att53, Att54, Att55, Att56, Att57, Att58, Att59, Att60, Att61, Att62, Att63, Att64, Att65, Att66, Att67, Att68, Att69, Att70, Att71, Att72, Att73, Att74, Att75, Att76, Att77, Att78, Att79, Att80, Att81, Att82, Att83, Att84, Att85, Att86, Att87, Att88, Att89, Att90, Att91, Att92, Att93, Att94, Att95, Att96, Att97, Att98, Att99, Att100, Att101, Att102, Att103
@outputs Class1, Class2, Class3, Class4, Class5, Class6, Class7, Class8, Class9, Class10, Class11, Class12, Class13, Class14
@data
-0.021484,0.052105,-0.046284,-0.138331,-0.183862,-0.015281,-0.136023,-0.034044,-0.138385,0.05533,-0.147979,-0.1285,-0.124454,0.000616,-0.280794,-0.100216,-0.05984,-0.009484,0.171606,0.011851,-0.045671,0.033088,-0.001677,-0.055579,0.053992,-0.099576,-0.175013,-0.121362,0.029436,-0.02013,-0.11914,0.012895,0.071728,0.054286,-0.070854,-0.027371,0.027688,0.017278,0.021895,-0.02122,-0.013057,-0.056448,-0.047928,-0.001225,-0.036213,0.002157,-0.0624,0.00148,0.021714,0.082933,0.17283,0.196151,0.188742,-0.153947,0.152145,0.077664,0.023584,0.029562,-0.065245,0.090064,0.066148,0.113542,0.118489,0.077116,-0.065114,-0.025975,-0.078975,0.053653,-0.058908,0.099496,-0.041996,-0.056655,-0.134185,-0.140516,-0.0936,-0.126229,-0.117303,0.03676,0.015763,-0.117362,0.056231,0.043885,0.046377,0.036376,-0.1362,0.025373,-0.105837,-0.122442,-0.04,0.07265,0.18128,0.033418,0.236502,0.020787,-0.129522,0.01757,0.088896,-0.019784,0.250957,-0.115756,-0.04777,-0.131088,-0.071914,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.103869,0.054911,0.097194,-0.004437,0.042302,-0.080223,-0.012221,-0.170614,-0.138077,-0.053339,0.02955,0.06324,0.049877,0.033878,-0.037681,-0.216604,-0.130169,0.178008,-0.058004,-0.060237,-0.141258,-0.219092,-0.149918,-0.152872,-0.115309,-0.116628,-0.102014,-0.080607,-0.114984,-0.078597,-0.16863,-0.097754,-0.022614,0.15063,0.019507,0.102442,-0.04328,-0.157028,0.031831,-0.112988,-0.125578,-0.022464,-0.080333,-0.070354,0.018782,0.040283,-0.004514,-0.119119,0.057721,0.171577,0.149154,0.15755,0.131667,-0.099967,0.01881,-0.021247,0.114308,0.133517,0.012155,0.142412,0.005169,-0.011755,-0.011152,-0.005738,-0.103235,-0.023218,0.05471,-0.000754,0.022491,0.012525,0.130209,-0.047552,-0.060125,-0.034415,0.013543,0.07966,-0.06451,0.037764,0.017775,-0.043154,-0.050501,-0.080781,-0.05249,0.237417,-0.057281,-0.05641,0.007097,0.257811,-0.03584,-0.08023,-0.066364,-0.05528,-0.049438,-0.038726,-0.026694,0.144591,-0.055574,-0.038757,-0.019261,0.254732,-0.027262,-0.040859,-0.068244,1,1,0,0,0,1,1,1,0,0,0,1,1,0
0.008925,0.034132,0.041295,0.048662,0.039794,0.03693,-0.043191,0.011612,0.057565,-0.015031,0.111616,-0.001758,0.001677,0.028562,0.019959,0.034248,-0.04936,-0.159088,0.092703,-0.035478,0.028924,0.060001,0.031912,0.002138,-0.012271,-0.063788,-0.08496,-0.04296,-0.033824,-0.034873,-0.042969,-0.047036,-0.016902,-0.080386,0.037101,0.099567,0.089195,0.130328,0.09888,0.02833,0.07764,0.029559,0.105004,0.076112,0.134691,0.139376,0.137678,-0.012737,-0.058353,-0.097987,-0.075385,-0.135346,-0.146685,0.008654,0.0208,-0.071447,-0.126785,-0.147281,-0.023525,0.043484,-0.029538,-0.108449,-0.124664,-0.129471,0.066016,0.083735,0.056101,0.069016,0.302644,0.041639,-0.032841,-0.042909,-0.120993,-0.157811,-0.164341,-0.047102,0.04174,0.164434,0.174941,-0.095457,-0.025628,0.17823,0.107302,0.203438,-0.008721,0.001174,-0.153805,-0.095394,-0.096686,0.269977,0.001006,0.016831,-0.012063,0.30732,0.002081,-0.141989,-0.117011,-0.062288,0.088452,-0.075738,0.025408,-0.153801,-0.040938,1,1,0,0,0,1,1,1,0,0,1,1,1,0
-0.194551,-0.130032,-0.212016,-0.114063,-0.168854,-0.062761,-0.190396,-0.005954,-0.116397,0.07776,-0.089727,-0.054123,-0.03919,-0.090697,-0.170527,-0.037297,-0.206716,-0.100081,-0.089253,-0.034121,0.018289,-0.039231,0.024516,0.027277,0.038544,0.066924,0.002117,0.089883,0.040426,0.084096,-0.043818,-0.006184,-0.116395,-0.081343,-0.054754,0.005661,-0.009374,-0.031368,-0.122554,-0.14158,0.016798,0.05753,-0.023154,0.05734,-0.051887,-0.137277,-0.13257,0.034835,0.176454,0.24696,0.26544,0.223236,0.291729,-0.151114,0.077854,-0.025335,0.195669,0.166667,-0.016873,-0.027534,0.055076,0.013714,0.082185,0.052913,-0.01379,-0.057546,-0.068259,-0.075742,-0.087221,-0.061882,-0.06109,0.010349,-0.03407,-0.120979,0.144235,-0.001544,-0.041317,-0.081195,-0.051745,-0.019696,-0.022852,-0.05126,-0.031565,-0.001405,0.081345,0.153114,-0.015827,-0.046815,-0.035121,-0.021735,-0.012626,-0.032327,-0.019698,0.006629,-0.023696,-0.041697,-0.029541,-0.015295,-0.023636,-0.061067,-0.024196,-0.001632,0.135986,0,1,1,1,0,0,0,1,1,0,0,1,1,0
0.028701,-0.047621,-0.181542,-0.010435,-0.021445,-0.102653,0.082288,-0.060464,0.003901,-0.263569,-0.080296,-0.228914,-0.027298,-0.15977,0.054488,-0.252181,-0.127745,-0.211134,0.135587,0.039984,0.084867,-0.035059,-0.040674,0.009969,0.170437,0.073717,0.06449,0.103354,0.149027,0.118028,0.126044,0.147135,-0.078696,-0.045614,-0.037374,0.019382,0.111359,0.104525,0.087704,0.088317,0.061576,0.023582,0.132655,-0.056893,-0.019184,-0.063994,0.01408,0.050287,0.083617,-0.002725,0.032721,0.071446,0.028939,0.129436,0.107473,0.09415,-0.091934,-0.048876,0.033352,0.073607,-0.119334,-0.214299,-0.054396,-0.181193,0.101693,0.028157,0.079299,0.031041,-0.034101,-0.01949,-0.217242,-0.123797,0.028905,0.008749,0.140272,0.148207,0.271686,-0.054977,-0.089862,0.081045,-0.041074,-0.057763,0.004449,-0.059282,-0.004322,-0.027091,-0.012487,-0.032683,-0.043296,-0.059965,-0.049885,-0.03967,0.030831,-0.03334,0.081154,-0.027111,0.028186,0.0118,-0.012078,-0.033437,-0.018874,0.049568,0.102466,0,0,0,0,1,1,1,1,0,0,1,1,1,0
0.092986,0.072141,0.179446,0.085395,0.026429,0.124409,-0.019143,-0.017251,-0.002333,0.00633,0.064063,-0.006548,-0.040443,-0.002828,0.087594,0.006474,0.028222,0.041567,0.051776,-0.049681,-0.06338,-0.075951,-0.201025,-0.196322,-0.092865,-0.082202,-0.049748,-0.118294,-0.162704,0.030562,0.048183,-0.127974,-0.002915,0.003976,-0.018997,0.002566,0.048265,0.04851,0.058213,-0.035666,-0.022798,0.025602,0.008325,0.021066,0.018297,0.000264,-0.003813,0.031228,-0.176821,-0.203177,-0.178487,-0.161281,-0.127832,0.093522,-0.017015,0.073116,-0.1092,-0.144278,0.062568,0.178482,0.076647,0.054875,0.058999,0.015907,-0.007283,0.042978,0.078757,0.152639,0.106281,-0.018078,0.064629,0.01858,-0.03279,-0.026537,-0.07296,0.223745,0.210434,0.147185,0.179804,-0.029429,-0.032365,0.093057,-0.131043,0.288986,-0.076694,-0.079649,-0.014388,-0.025839,-0.071992,-0.093339,-0.089156,0.05756,-0.020441,0.059849,0.179444,0.087142,-0.071823,-0.128522,-0.127455,0.223567,-0.043555,-0.027853,0.002867,0,0,0,0,0,1,1,1,0,0,1,1,1,0
-0.009172,0.005135,-0.068527,-0.059437,-0.193989,0.126675,-0.184806,0.117865,0.066552,0.096871,-0.052826,0.081158,-0.039646,-0.064418,-0.152224,0.061235,0.06875,-0.013743,0.183906,0.072795,0.056603,-0.010929,0.014828,-0.06648,0.090741,-0.043954,-0.068885,-0.07892,0.150507,-0.127738,-0.07569,0.025556,0.063191,0.157258,-0.002163,0.005644,-0.211636,-0.173088,0.061557,-0.139148,0.077382,0.093246,0.01055,0.223669,-0.002738,-0.081851,-0.027707,0.179956,-0.114216,0.019449,-0.065456,-0.059534,-0.061554,-0.16183,-0.062589,0.002011,-0.058095,0.039417,0.081835,0.073585,0.133394,0.049506,0.06283,0.056418,-0.033075,0.023873,-0.01108,0.079588,-0.043791,-0.019632,0.042182,0.090148,-0.339225,-0.035131,0.046004,-0.187416,-0.284852,0.141591,0.064459,-0.031803,-0.030141,-0.06687,-0.051734,0.07803,-0.001829,-0.03842,-0.043507,-0.056017,0.032713,0.110714,-0.036014,0.219216,-0.05982,-0.044866,-0.049045,0.017735,-0.012649,-0.04949,0.001569,-0.059476,0.018243,-0.020355,0.076994,0,1,1,0,1,1,0,0,0,1,1,1,1,0
-0.062922,0.022427,-0.005789,0.117244,-0.101555,0.103751,-0.112986,0.028406,-0.067063,0.051744,0.046868,0.01056,-0.008082,0.081403,-0.006166,0.022247,0.021389,0.013421,0.124524,0.143557,0.132746,0.017689,0.063465,0.137388,0.131027,0.045233,0.045366,0.065026,0.102985,0.042141,0.037481,-0.020314,0.09993,0.029384,-0.108081,-0.089211,-0.078898,-0.076223,-0.067036,0.089574,0.363484,-0.103167,-0.164455,0.09003,-0.065367,-0.111701,-0.105265,0.12153,-0.075219,-0.083495,-0.12934,-0.176811,-0.180234,0.07201,-0.038431,-0.080812,-0.10815,-0.088946,-0.117455,0.047197,0.038975,-0.08408,-0.044959,-0.058842,0.112765,0.082207,0.06827,0.108722,-0.035683,0.006314,-0.112447,-0.07899,0.019504,-0.019914,-0.008738,0.166984,0.190513,0.196011,0.178239,-0.069236,-0.090268,0.127219,-0.08587,0.153934,-0.066934,-0.052486,-0.062465,0.080136,0.170078,0.085169,0.091217,-0.090594,-0.081597,-0.091108,-0.088256,0.009172,-0.087433,-0.087175,0.038377,0.100896,-0.047023,-0.064452,0.060192,1,1,0,0,0,1,1,1,0,0,1,1,1,0
-0.02744,-0.022333,-0.016367,-0.108531,-0.005302,-0.080512,0.057557,0.063641,0.085024,0.080223,0.070575,0.005958,0.080886,-0.015743,0.056643,-0.044779,0.086144,0.131552,-0.063165,-0.110127,-0.0931,-0.058309,-0.009581,-0.0449,-0.115674,-0.037217,-0.072467,-0.091155,-0.087883,-0.017096,-0.013896,-0.055981,0.033304,0.077179,0.077143,-0.002544,-0.097966,0.002802,0.083326,-0.046815,-0.009538,-0.060178,0.020416,-0.074253,0.079386,0.104447,0.164577,-0.058315,0.037769,0.087901,0.182326,0.172882,0.115023,-0.045851,0.203407,0.047299,-0.060225,0.020911,-0.050847,-0.117304,-0.083955,0.060265,-0.195395,-0.139158,0.041885,0.167223,-0.074271,0.011006,-0.128408,-0.077335,-0.061579,-0.225138,-0.067339,-0.051501,-0.03712,0.101612,0.15026,-0.032655,-0.004282,-0.052151,0.194502,0.091232,0.025314,-0.104056,-0.073953,0.298017,-0.074836,-0.078883,0.221289,-0.100344,-0.097327,0.148975,0.277711,-0.081449,-0.076496,-0.035281,-0.035872,-0.038776,-0.047589,-0.084893,-0.046596,0.095573,-0.109812,0,0,0,0,0,1,1,0,0,1,1,1,1,0
-0.066495,0.021637,-0.021214,0.024682,-0.047734,0.020759,0.017231,-0.037005,-0.042971,0.055819,-0.027421,-0.044718,-0.047036,-0.110512,-0.051991,-0.103923,-0.073906,-0.060928,-0.045863,0.229815,-0.005916,0.149844,0.174065,0.197847,0.207555,0.256674,0.22051,0.183434,0.198895,0.184293,0.162377,0.217463,-0.109577,-0.09573,-0.118425,-0.11367,-0.016989,-0.081327,-0.049353,-0.099033,-0.070082,-0.051858,-0.040482,0.065537,0.034608,-0.063903,0.012579,0.083963,-0.08965,-0.074807,-0.08757,-0.16426,-0.182679,0.011705,0.027356,-0.146901,-0.161551,-0.078316,0.1017,0.064912,0.065965,0.049671,0.115487,0.089768,-0.04059,-0.109172,0.008633,0.034332,-0.007837,-0.030017,-0.046916,0.161777,-0.051026,-0.171653,-0.017369,0.133249,0.186208,0.046125,0.162904,0.016034,-0.018877,-0.024512,-0.017347,-0.043732,0.001438,0.004066,0.009603,-0.031858,-0.021691,-0.037229,-0.037616,-0.015124,-0.034385,-0.002351,-0.007023,-0.001184,-0.009378,-0.01318,-0.008307,-0.034035,-0.020611,0.043972,0.128178,1,1,0,0,0,1,1,1,0,0,1,1,1,0
